round,time,cloud_0,temp_0,humidity_0,ground_press_0,wind_speed_0,wind_dir_0,rain_0,snow_0,dew_point_0,vis_0,uv_idx_0,azimuth_0,elevation_0,model_1,model_2,model_3,model_4,model_5,cloud_1,temp_1,humidity_1,ground_press_1,wind_speed_1,wind_dir_1,rain_1,snow_1,dew_point_1,vis_1,uv_idx_1,azimuth_1,elevation_1
1,2022-10-24 13:00:00+09:00,5,13.39,49,1022,13.1,342,0,0,-1.11111,16.0934,4,193.954,42.4644,79.1069,76.024,75.6951,63.1468,62.9205,4,13.52733002,47,1022,12.78,343,0,0,1.09,22.28666667,4,193.9538708,42.46436931
1,2022-10-24 14:00:00+09:00,4,13.29,48,1021,13.06,345,0,0,-1.11111,16.0934,3,212.102,37.6014,73.8385,70.6089,70.3423,57.6131,64.5039,3,13.51130603,48,1021,12.68,343,0,0,0.763333333,16.1,3.966666667,212.1017084,37.60136309
1,2022-10-24 15:00:00+09:00,4,13.3,48,1021,12.72,346,0,0,-1.11111,16.0934,2,227.027,29.7164,62.6531,58.2648,56.9311,46.797,49.106,2.975450082,14.03,48.00818331,1021,12.39819967,346.0245499,0,0,-0.316393443,16.30983607,2.967213115,227.027184,29.71635662
1,2022-10-24 16:00:00+09:00,2,13.2,50,1022,12.36,345,0,0,5.68E-14,16.0934,1,239.035,19.8499,43.338,41.0543,37.308,30.7354,28.691,0,14.03,49.02624531,1021.026245,12.16792716,349.0262453,0,0,-0.801724138,22.38965517,1.982758621,239.0354172,19.84991235
1,2022-10-24 17:00:00+09:00,3,13.04,50,1022,11.79,346,0,0,1.11111,16.0934,0,248.992,8.76344,20.8222,19.9042,12.0298,12.2524,9.71008,0.025214592,14.00478541,50,1022,11.71041845,350.0504292,0,0,-0.9,16.1,0.571428571,248.9916397,8.763444781
1,2022-10-24 18:00:00+09:00,3,12.83,51,1022,11.41,351,0,0,1.66667,16.0934,0,257.743,-3.04646,3.80519,10.089,1.34927,3.8552,0,1,12.66471207,50,1022,11.34,352,0,0,-0.167857143,16.44285714,0,257.7428749,-3.04646369
1,2022-10-24 19:00:00+09:00,3,12.73,50,1023,10.56,355,0,0,2.22222,16.0934,0,266.036,-15.245,2.12218,2.64435,0.106908,0.974896,0,1,12.03,50,1023,10.74662379,355.1028939,0,0,0.4,22.5,0,266.0361084,-15.24497466
1,2022-10-24 20:00:00+09:00,3,12.54,50,1023,9.76,360,0,0,2.77778,16.0934,0,274.638,-27.5652,0,0,0,0,0,1,12.03,50.05164319,1023.051643,10.17389671,340.8732394,0,0,1.066666667,16.1,0,274.6376296,-27.56516266
1,2022-10-24 21:00:00+09:00,3,12.1,51,1023,8.58,7,0,0,2.77778,16.0934,0,284.582,-39.7151,0,0,0,0,0,1.234382567,11.79561743,51.23438257,1024,8.845152542,8.468765133,0,0,0.16440678,16.31694915,0,284.5822835,-39.71508881
1,2022-10-24 22:00:00+09:00,2,11.84,51,1024,7.87,10,0,0,2.22222,16.0934,0,297.683,-51.223,0,0,0,0,0,3,11.79125692,53,1024,7.98,12,0,0,1.985245902,22.1852459,0,297.6829279,-51.22303512
1,2022-10-24 23:00:00+09:00,2,11.72,52,1024,7.39,9,0,0,1.66667,16.0934,0,317.506,-61.0504,0,0,0,0,0,2,11.6067608,53,1024,7.56,10,0,0,1.66,16.1,0,317.5064801,-61.05042176
1,2022-10-25 00:00:00+09:00,2,11.5,52,1024,6.91,12,0,0,1.11111,16.0934,0,348.735,-66.7583,0,0,0,0,0,2,11.50183206,53,1024,7.441570338,11.9738277,0,0,0.510169492,16.31694915,0,348.7351301,-66.75833254
1,2022-10-25 01:00:00+09:00,0,11.18,54,1025,5.85,22,0,0,5.68E-14,16.0934,0,25.1495,-65.2342,0,0,0,0,0,2,11.18490731,53,1024,7.04523446,14.96074155,0,0,0.780327869,22.1852459,0,25.14946461,-65.23422541
1,2022-10-25 02:00:00+09:00,1,10.91,54,1025,5.2,24,0,0,5.68E-14,16.0934,0,51.572,-57.4942,0,0,0,0,0,2,6.187927685,53,1025,6.35,14,0,0,0.396666667,16.1,0,51.57204727,-57.49415187
1,2022-10-25 03:00:00+09:00,1,10.73,54,1025,4.6,20,0,0,0.555556,16.0934,0,68.1675,-46.8192,0,0,0,0,0,1.980295567,10.6962069,52.9408867,1025,5.402512315,11.07881773,0,0,0.293939394,16.29393939,0,68.16752944,-46.81923694
1,2022-10-25 04:00:00+09:00,0,10.56,56,1026,4.42,20,0,0,0.555556,16.0934,0,79.73,-34.9881,0,0,0,0,0,0.014168937,10.26907357,50,1025,4.428643052,20.91498638,0,0,0.112121212,22.11212121,0,79.72995845,-34.98809034
1,2022-10-25 05:00:00+09:00,0,10.37,57,1026,4.43,25,0,0,1.11111,16.0934,0,88.9989,-22.7425,0,0,0,0,0,0,9.925820896,52,1026,4.54,31,0,0,0.7,16.1,0,88.99887139,-22.74252431
1,2022-10-25 06:00:00+09:00,0,9.93,60,1027,4.56,38,0,0,0.555556,16.0934,0,97.3922,-10.4569,0,0,0,0,0,0,9.428295517,55,1026,4.89,42,0,0,0.9,16.1,0,97.39223576,-10.45692455
1,2022-10-25 07:00:00+09:00,0,9.5,61,1027,4.32,45,0,0,1.66667,16.0934,0,105.798,1.59805,0.488315,3.43635,0.195298,0.937685,0,0,8.953664122,55.98473282,1026.984733,4.66351145,46.92366412,0,0,-0.3,22.5,0,105.7979076,1.598048271
1,2022-10-25 08:00:00+09:00,0,9.66,59,1028,4.53,53,0,0,2.22222,16.0934,1,114.952,13.137,6.99106,15.806,3.03654,9.32254,0,0,9.260647482,54,1027,4.15,53,0,0,0.163934426,16.1,0.049180328,114.9520739,13.13698265
1,2022-10-25 09:00:00+09:00,0,10.42,56,1028,4.22,53,0,0,2.22222,16.0934,2,125.63,23.771,34.0347,34.4901,17.4976,37.3259,13.189,0,10.02842193,50,1028,3.24,54,0,0,1.34,16.31333333,1.033333333,125.630023,23.77096916
1,2022-10-25 10:00:00+09:00,0,11.54,52,1029,3.19,48,0,0,1.11111,16.0934,3,138.703,32.9087,57.6762,56.0008,41.3728,60.2982,32.0833,0,11.1119446,48,1029,3.28,40,0,0,-0.33,22.28666667,2.033333333,138.7029093,32.90873728
1,2022-10-25 11:00:00+09:00,0,12.52,47,1029,1.94,34,0,0,5.68E-14,16.0934,4,154.898,39.671,77.9822,75.4742,62.9238,75.5114,51.2777,0,12.24659669,45,1028,3.3,40,0,0,1.703333333,16.1,3.033333333,154.897953,39.67100753
1,2022-10-25 12:00:00+09:00,0,13.07,45,1029,1.12,351,0,0,-1.66667,16.0934,4,173.975,42.9863,85.4693,82.6617,76.2991,80.2198,50.2899,0,13.16217488,40,1028,2.28,38,0,0,1.59,16.31333333,4,173.9747831,42.98631205
1,2022-10-25 13:00:00+09:00,0,13.61,43,1028,1.5,315,0,0,-3.88889,16.0934,4,193.899,42.119,85.1924,80.6377,78.9048,81.2756,51.6543,0,13.6717608,37,1027,1.28,16,0,0,-4.503389831,22.28305085,4,193.8991098,42.11899269
1,2022-10-25 14:00:00+09:00,0,14.01,43,1027,2.59,312,0,0,-4.44444,16.0934,3,211.941,37.2779,80.3174,74.0987,75.2975,80.2663,55.4787,0,13.96891533,36,1026,1.42,339,0,0,-4.609836066,16.1,3.950819672,211.9413545,37.27791206
1,2022-10-25 15:00:00+09:00,0,14.31,44,1027,3.36,313,0,0,-2.77778,16.0934,2,226.81,29.4246,68.603,61.2085,63.4091,70.4773,44.2298,0,14.13654867,37,1026,1.87,321,0,0,-4.64,16.31333333,2.966666667,226.8102095,29.42459885
1,2022-10-25 16:00:00+09:00,0,14.45,44,1027,3.1,321,0,0,-1.66667,16.0934,1,238.793,19.5881,45.5525,43.4357,40.9151,49.7208,28.8852,0,14.34085366,40,1026,2.77,307,0,0,0.06557377,22.29016393,1.967213115,238.793017,19.58805263
1,2022-10-25 17:00:00+09:00,0,14.36,47,1027,3.12,326,0,0,0.555556,16.0934,0,248.736,8.52518,20.518,22.5153,12.3789,26.9672,7.35622,0,14.24063712,44,1026,3.18,303,0,0,2.02962963,16.1,0.981481481,248.7362045,8.52518165
1,2022-10-25 18:00:00+09:00,0,13.89,50,1027,2.92,326,0,0,2.22222,16.0934,0,257.476,-3.26846,3.73748,11.5901,0.34134,5.89642,0,0,13.67379578,48,1027,3.03,306,0,0,3.6,16.1,0,257.4757088,-3.268464785
1,2022-10-25 19:00:00+09:00,0,13.85,50,1028,2.3,331,0,0,3.88889,16.0934,0,265.752,-15.4584,1.98084,4.29472,0.0872553,0.730815,0,0,13.56282789,48,1027,1.84,320,0,0,2.713333333,22.28666667,0,265.7524708,-15.45836892
1,2022-10-25 20:00:00+09:00,0,13.84,50,1028,1.64,342,0,0,5,16.0934,0,274.329,-27.7786,0,0,0,0,0,0,13.57012188,47,1028,1.09,324,0,0,3.123333333,16.1,0,274.3289972,-27.77856759
1,2022-10-25 21:00:00+09:00,0,13.85,50,1028,1.62,10,0,0,5,16.0934,0,284.238,-39.9397,0,0,0,0,0,0,13.52930387,48,1028,1,328,0.00278453,0,3.803333333,16.31333333,0,284.2384565,-39.93965961
1,2022-10-25 22:00:00+09:00,0,13.74,51,1029,1.56,39,0,0,4.44444,16.0934,0,297.302,-51.4749,0,0,0,0,0,0,13.485,50,1028,0.9,352,0,0,3.9,22.28666667,0,297.3019816,-51.47492502
1,2022-10-25 23:00:00+09:00,0,13.6,51,1029,1.92,66,0,0,3.33333,16.0934,0,317.148,-61.3506,0,0,0,0,0,0,13.35238806,50,1028,1.1,52,0,0,3.893220339,16.1,0,317.1478321,-61.35060695
1,2022-10-26 00:00:00+09:00,0,13.28,52,1029,2.78,82,0,0,2.22222,16.0934,0,348.663,-67.1034,0,0,0,0,0,0,13.08845047,52,1028,2.24,70,0,0,3.729508197,16.4147541,0,348.6625701,-67.1033808
1,2022-10-26 01:00:00+09:00,0,12.38,54,1029,3.14,87,0,0,3.33333,16.0934,0,25.5113,-65.5458,0,0,0,0,0,0,12.58906925,55,1028,3.19,79,0,0,4.256666667,22.28666667,0,25.51131573,-65.5457783
1,2022-10-26 02:00:00+09:00,0,11.84,58,1028,3.34,78,0,0,1.66667,16.0934,0,52.037,-57.7342,0,0,0,0,0,0,12.10169435,59,1028,3.52,78,0,0,3.006666667,16.1,0,52.03704105,-57.73425088
1,2022-10-26 03:00:00+09:00,0,11.62,60,1028,3.78,72,0,0,1.66667,16.0934,0,68.5876,-47.0123,0,0,0,0,0,0,11.8579804,61.95590637,1028,4.052063146,72.08818726,0,0,3.213559322,16.1,0,68.58757117,-47.01226674
1,2022-10-26 04:00:00+09:00,2,11.52,60,1028,3.76,64,0,0,1.66667,16.0934,0,80.0976,-35.1583,0,0,0,0,0,8,11.64069329,61,1028,3.83,67,0,0,3.580645161,16.1,0,80.09759896,-35.15826032
1,2022-10-26 05:00:00+09:00,46,11.39,62,1028,4.72,73,0,0,1.66667,16.0934,0,89.3294,-22.9056,0,0,0,0,0,40,11.47512195,61,1028,3.93,72,0,0,3.198305085,16.1,0,89.32936615,-22.9056304
1,2022-10-26 06:00:00+09:00,53,11.27,62,1028,4.95,74,0,0,3.33333,16.0934,0,97.6997,-10.624,0,0,0,0,0,28.15686275,11.18176471,61,1028,3.762222222,73.97385621,0,0,3.091044776,16.29104478,0,97.69971519,-10.6240225
1,2022-10-26 07:00:00+09:00,59,11.35,62,1029,4.77,74,0,0,4.44444,16.0934,0,106.093,1.41785,0.349209,1.75283,0.0996805,0.264655,0,46,11.18635457,62,1028,4.02,75,0,0,2.82238806,22.02238806,0,106.0925224,1.417853378
1,2022-10-26 08:00:00+09:00,67,11.93,60,1029,4.28,71,0,0,4.44444,16.0934,1,115.239,12.935,6.14613,14.1755,2.24887,8.64508,0,49.87183308,7.223740686,59.70938897,1028.09687,3.737406855,71.80625931,0,0,2.820338983,16.1,0.033898305,115.239314,12.93497963
1,2022-10-26 09:00:00+09:00,73,12.98,57,1029,4.41,74,0,0,3.88889,16.0934,1,125.908,23.5383,22.5882,24.3592,11.0559,25.5354,19.3718,58,12.6884106,57,1029,3.62,70,0,0,3.472580645,16.40967742,1.048387097,125.9081193,23.53830528
1,2022-10-26 10:00:00+09:00,100,14.12,54,1029,4.06,75,0,0,2.77778,16.0934,1,138.956,32.6376,31.8593,26.7279,25.7387,35.1886,44.0284,100,13.97275996,52,1028,3.62,90,0,0,4.930508475,22.39152542,1.983050847,138.95639,32.63762719
1,2022-10-26 11:00:00+09:00,100,15.25,51,1029,3.52,79,0,0,1.11111,16.0934,1,155.089,39.3595,40.1888,33.709,33.6091,32.4414,59.6557,99,15.24018826,47,1028,3.21,99,0,0,6.686666667,16.1,1,155.0894228,39.3595395
1,2022-10-26 12:00:00+09:00,100,16.17,49,1028,2.18,94,0,0,5.68E-14,16.0934,1,174.053,42.6465,45.8247,37.1611,41.6432,30.4277,61.4235,99,16.04274945,45,1027,2.06,96,0,0,6.27,16.31333333,1.066666667,174.0528759,42.64652768
1,2022-10-26 13:00:00+09:00,100,16.6,47,1027,0.61,40,0,0,-1.66667,16.0934,1,193.842,41.7772,46.9594,38.5641,55.7908,38.6259,62.4222,99,19.03,42.80257937,1026,0.885664683,99.875,0,0,5.363333333,22.28666667,3.033333333,193.8418272,41.77719826
1,2022-10-26 14:00:00+09:00,100,16.92,48,1027,1.17,337,0,0,-2.22222,16.0934,1,211.781,36.9583,50.2286,48.8482,56.8587,47.7657,64.2282,99,16.77166482,41,1026,1.12,327,0,0,4.343333333,16.1,3.966666667,211.7807071,36.95833061
1,2022-10-26 15:00:00+09:00,100,17.01,49,1026,1.81,331,0,0,-0.555556,16.0934,1,226.594,29.1368,40.9937,42.3114,46.7783,43.5237,52.884,100,16.8459375,43,1026,2.21,318,0,0,5.591044776,16.29104478,2.940298507,226.5939089,29.13676248
1,2022-10-26 16:00:00+09:00,100,16.8,52,1026,3.4,329,0,0,0.555556,16.0934,0,238.552,19.3302,27.1199,25.455,23.7595,22.0921,38.0284,100,17.08724004,51,1025,2.54,339,0,0,5.32238806,22.02238806,1.149253731,238.5515304,19.33017256
1,2022-10-26 17:00:00+09:00,100,16.12,56,1026,4.54,340,0,0,1.66667,16.0934,0,248.482,8.29103,14.9072,17.4761,10.0658,16.6209,21.2704,100,16.71621951,57,1025,2.69,354,0,0,5.966666667,16.1,0.966666667,248.4816377,8.291025685
1,2022-10-26 18:00:00+09:00,100,15.68,57,1027,4.5,351,0,0,2.22222,16.0934,0,257.209,-3.48616,2.80486,10.1647,0.200209,5.04454,0,100,16.93223325,58.90223325,1025.097767,2.299468983,28.83523573,0,0,7.9,16.1,0,257.2092429,-3.486160316
1,2022-10-26 19:00:00+09:00,100,15.6,56,1027,4.68,359,0,0,2.77778,16.0934,0,265.469,-15.6672,1.40197,4.3221,0.00777316,0.2812,0,100,16.27667774,58,1026,2.11,55,0,0,6.99137931,22.38965517,0,265.4692447,-15.66719256
1,2022-10-26 20:00:00+09:00,100,15.42,55,1027,4.79,13,0,0,2.77778,16.0934,0,274.02,-27.9871,0,0,0,0,0,100,16.09523179,57,1026,1.91,76,0,0,6.545,16.1,0,274.0202482,-27.98707262
1,2022-10-26 21:00:00+09:00,100,15.19,54,1027,4.72,26,0,0,2.22222,16.0934,0,283.893,-40.159,0,0,0,0,0,100,15.93472727,56,1026,1.7,76,0,0,7.424590164,16.4147541,0,283.8934175,-40.15895728
1,2022-10-26 22:00:00+09:00,100,14.88,55,1027,4.3,43,0,0,2.77778,16.0934,0,296.917,-51.7213,0,0,0,0,0,100,15.77647841,56,1026,1.47,50,0,0,7.893333333,22.28666667,0,296.917369,-51.7212508
1,2022-10-26 23:00:00+09:00,100,14.65,56,1027,4.05,48,0,0,3.33333,16.0934,0,316.781,-61.6455,0,0,0,0,0,100,13.03,55.79368213,1026,1.41284304,46,0,0,7.7,16.1,0,316.7808447,-61.64554686
1,2022-10-27 00:00:00+09:00,100,14.53,56,1027,4.17,46,0,0,3.33333,16.0934,0,348.582,-67.4448,0,0,0,0,0,100,12.94032064,53.91032064,1026,2.237935872,44.9238477,0,0,7.7,16.1,0,348.5815156,-67.44481675
1,2022-10-27 01:00:00+09:00,100,14.62,54,1026,1.94,35,0,0,2.77778,16.0934,0,25.8722,-65.8547,0,0,0,0,0,100,14.9605534,53,1026,2.42,34,0,0,7.469491525,22.28305085,0,25.87224838,-65.85465106
1,2022-10-27 02:00:00+09:00,100,14.48,54,1026,2.56,39,0,0,2.77778,16.0934,0,52.5,-57.9723,0,0,0,0,0,100,14.70398671,52,1026,2.44,31,0,0,6.59,16.1,0,52.50005088,-57.97230956
1,2022-10-27 03:00:00+09:00,100,14.34,55,1026,3.09,28,0,0,2.77778,16.0934,0,69.0043,-47.2042,0,0,0,0,0,100,14.54196133,50,1025,2.65,32,0,0,6.385,16.42,0,69.0042752,-47.20418397
1,2022-10-27 04:00:00+09:00,100,14.23,55,1025,3.47,39,0,0,3.33333,16.0934,0,80.4615,-35.3281,0,0,0,0,0,100,14.44844978,52.01200873,1025,2.521561135,27.0720524,0,0,6.105357143,22.15714286,0,80.46151824,-35.32807226
1,2022-10-27 05:00:00+09:00,100,14.08,54,1025,3.2,33,0,0,2.77778,16.0934,0,89.656,-23.0689,0,0,0,0,0,93.97330697,10.92866535,52.2026693,1025,2.727493821,19.89866535,0,0,6.2,16.1,0,89.65600647,-23.06889792
1,2022-10-27 06:00:00+09:00,100,14.01,53,1026,2.89,26,0,0,3.88889,16.0934,0,98.0032,-10.7916,0,0,0,0,0,76,13.92195122,54,1025,3.06,19,0,0,6.386666667,16.1,0,98.0031597,-10.79160198
1,2022-10-27 07:00:00+09:00,100,13.91,52,1026,2.99,18,0,0,5,16.0934,0,106.383,1.23704,1.03366,0.613146,0.109493,1.38834,8.29053,65,13.71247091,55,1025,3.06,24,0,0,6.18,22.28666667,0,106.3827608,1.237038053
1,2022-10-27 08:00:00+09:00,100,14.09,52,1026,3.46,16,0,0,5.55556,16.0934,1,115.522,12.7324,6.10883,11.5286,2.2016,8.1702,19.453,56.89233279,10.04196302,53.98803698,1026,2.8551441,19.89233279,0,0,5.64,16.1,0.033333333,115.5216127,12.73241853
1,2022-10-27 09:00:00+09:00,100,14.57,51,1027,3.59,18,0,0,5,16.0934,2,126.18,23.3054,25.8459,26.7114,15.2969,29.5249,42.354,48,14.60387631,53,1026,3.28,11,0,0,6.826666667,16.31333333,1.033333333,126.180475,23.30541345
1,2022-10-27 10:00:00+09:00,82,15.29,49,1027,4.06,9,0,0,3.33333,16.0934,3,139.203,32.367,50.1904,48.6035,37.5985,52.0351,70.2283,5,15.2219403,51,1026,3.79,7,0,0,7.486666667,22.28666667,2.033333333,139.2032817,32.36699182
1,2022-10-27 11:00:00+09:00,44,16.05,51,1026,4.9,357,0,0,1.11111,16.0934,4,155.274,39.0497,71.689,69.0182,71.4519,78.0657,86.4853,5,15.94460985,49,1025,4.15,357,0,0,4.159322034,16.1,3.033898305,155.2741043,39.04966452
1,2022-10-27 12:00:00+09:00,29,16.51,53,1026,5.68,348,0,0,-0.555556,16.0934,4,174.126,42.3096,76.7092,75.0313,76.9853,74.9384,93.7673,5,16.48986711,51,1025,4.83,347,0,0,3.049180328,16.4147541,4,174.1256704,42.30959671
1,2022-10-27 13:00:00+09:00,22,16.7,54,1025,6.26,341,0,0,-1.66667,16.0934,4,193.782,41.4391,79.0537,76.3653,78.7987,71.3257,95.5188,4,16.807822,52,1024,5.8,340,0,0,3.99,22.28666667,4,193.7820458,41.43910236
1,2022-10-27 14:00:00+09:00,18,16.71,56,1025,7.06,340,0,0,-1.11111,16.0934,3,211.62,36.6427,74.0642,70.0935,72.5801,62.471,93.9899,3,18.03,53.10487445,1023.895126,6.834460857,339.2097489,0,0,3.803333333,16.1,3.966666667,211.6197698,36.64273346
1,2022-10-27 15:00:00+09:00,15,16.6,57,1024,7.65,341,0,0,1.11111,16.0934,2,226.378,28.853,62.2073,56.4931,58.7411,52.3043,78.8104,3,16.89402439,54,1023,7.47,341,0,0,6.806666667,16.31333333,2.966666667,226.3782978,28.85296006
1,2022-10-27 16:00:00+09:00,0,16.35,58,1024,7.95,344,0,0,3.33333,16.0934,1,238.311,19.0764,44.3035,40.501,41.7292,39.1535,62.4656,0,17.00321907,55.16068559,1024,7.900803428,346.0803428,0,0,7.076666667,22.28666667,1.966666667,238.3109946,19.07637903
1,2022-10-27 17:00:00+09:00,0,15.82,62,1025,7.63,348,0,0,5.55556,16.0934,0,248.228,8.06108,19.7076,19.5635,12.757,16.9265,37.1916,0,16.37554264,61,1024,7.93,349,0,0,9.281538462,16.1,0.969230769,248.2279974,8.061076418
1,2022-10-27 18:00:00+09:00,0,15.04,69,1025,7.4,353,0,0,7.22222,16.0934,0,256.944,-3.69946,2.53532,8.1897,0.326333,4.52825,14.9104,0,15.45643729,68,1024,7.17,352,0,0,8.727692308,16.1,0.046153846,256.9435554,-3.699457741
1,2022-10-27 19:00:00+09:00,0,14.73,72,1025,6.92,357,0,0,7.77778,16.0934,0,265.187,-15.8714,1.20498,0.269948,0.0971794,0.5128,12.5761,0,15.12867183,72,1025,6.27,355,0,0,8.683333333,22.28666667,0,265.1865301,-15.87135802
1,2022-10-27 20:00:00+09:00,0,14.61,72,1026,6.44,359,0,0,8.33333,16.0934,0,273.712,-28.1906,0,0,0,0,0,0,13.9186996,75,1025,5.87,359,0,0,8.196666667,16.1,0,273.7115103,-28.1905911
1,2022-10-27 21:00:00+09:00,0,14.5,73,1026,6.13,1,0,0,8.33333,16.0934,0,283.547,-40.3729,0,0,0,0,0,0,14.71515738,75.98547215,1025.985472,5.603922518,9.157384988,0,0,8.128571429,16.27142857,0,283.5473274,-40.37288818
1,2022-10-27 22:00:00+09:00,0,14.33,76,1026,6.03,2,0,0,9.44444,16.0934,0,296.529,-51.9619,0,0,0,0,0,0,14.52994059,76.98811881,1026,5.671306931,8.952475248,0,0,8.9,20.9,0,296.5292646,-51.96189661
1,2022-10-27 23:00:00+09:00,0,14.1,79,1026,6.16,4,0,0,10,16.0934,0,316.406,-61.9351,0,0,0,0,0,0,14.28080178,78,1026,5.69,10,0,0,8.909230769,15.90307692,0,316.4055369,-61.93508883
1,2022-10-28 00:00:00+09:00,0,13.86,81,1026,6.13,5,0,0,10,16.0934,0,348.492,-67.7825,0,0,0,0,0,0,14.02095133,80,1026,5.74,10,0,0,9.186153846,9.995384615,0,348.491615,-67.78250863
1,2022-10-28 01:00:00+09:00,0,13.65,82,1025,5.64,9,0,0,10,16.0934,0,26.232,-66.1608,0,0,0,0,0,0,13.76759403,81,1025,5.95,11,0,0,9.83,18.87,0,26.23198361,-66.16077895
1,2022-10-28 02:00:00+09:00,0,13.42,83,1025,5.41,11,0,0,10,16.0934,0,52.9608,-58.2083,0,0,0,0,0,0,10.0418986,81.9881014,1025,5.811665804,13.96430419,0,0,10.65254237,6.345762712,0,52.96081149,-58.20830843
1,2022-10-28 03:00:00+09:00,0,13.22,83,1025,5.21,13,0,0,10,16.0934,0,69.4174,-47.395,0,0,0,0,0,0,10.03,82.98627244,1025,5.435216473,14.98627244,0,0,9.26557377,5.27704918,0,69.41744121,-47.39498366
1,2022-10-28 04:00:00+09:00,0,13.09,83,1025,5.19,13,0,0,10,16.0934,0,80.8216,-35.4975,0,0,0,0,0,0,10.03,83,1025,5.272041467,15,0,0,8.573333333,14.12333333,0,80.82156248,-35.49751675
1,2022-10-28 05:00:00+09:00,0,12.96,83,1025,5.08,14,0,0,9.44444,16.0934,0,89.9787,-23.2323,0,0,0,0,0,3,8.043311148,79,1025,5.55,13,0,0,7.8,3.141818182,0,89.97866418,-23.23230537
1,2022-10-28 06:00:00+09:00,0,12.83,83,1026,4.95,17,0,0,8.88889,16.0934,0,98.3025,-10.9596,0,0,0,0,0,3,8.03,80,1025,5.45,18,0,0,7.8,1.6,0,98.30245579,-10.95962555
1,2022-10-28 07:00:00+09:00,0,12.69,84,1026,4.9,20,0,0,10,16.0934,0,106.669,1.05566,0.582771,1.204,0.206639,1.07316,0,2.890686275,8.03,79.78137255,1025.109314,5.009553922,21.4372549,0,0,8.175,10.895,0,106.6685198,1.055658869
1,2022-10-28 08:00:00+09:00,0,13,82,1026,4.4,22,0,0,11.1111,16.0934,1,115.799,12.5294,5.4428,9.92079,1.78378,5.75426,0,2,8.038228195,77.98902907,1026,4.679341744,24.98628634,0,0,9.629508197,3.2,0.049180328,115.7988799,12.52937803
1,2022-10-28 09:00:00+09:00,0,13.72,78,1027,4.06,24,0,0,11.1111,16.0934,2,126.447,23.0724,28.6467,25.9671,13.8718,28.2239,21.3321,2,13.74880597,74,1026,4.44,20,0,0,10.23666667,3.736666667,1.033333333,126.4470231,23.07239627
1,2022-10-28 10:00:00+09:00,0,14.64,72,1027,4.07,9,0,0,10.5556,16.0934,3,139.444,32.097,50.906,46.6308,36.7456,52.3243,48.4739,38,14.01945031,68,1027,4.48,12,0,0,11.28,19.14,2.033333333,139.4435605,32.09695488
1,2022-10-28 11:00:00+09:00,0,15.58,68,1027,3.95,359,0,0,9.44444,16.0934,4,155.452,38.7415,69.975,63.4136,54.5074,67.3111,60.4628,61,15.62170354,64,1026,4.33,1,0,0,10.72333333,14.5,3.033333333,155.45203,38.74151522
1,2022-10-28 12:00:00+09:00,0,16.23,66,1026,3.91,344,0,0,8.88889,16.0934,4,174.193,41.9756,75.387,71.3345,67.3192,76.6594,68.3476,64,16.26733629,63,1026,4.11,349,0,0,11.37666667,14.71333333,4,174.193222,41.9756446
1,2022-10-28 13:00:00+09:00,0,16.39,67,1025,4.44,329,0,0,8.33333,16.0934,4,193.72,41.1048,74.6075,72.6028,70.35,78.3218,63.9898,69.54875061,17.03,63.21950024,1025,4.584140127,331.121999,0,0,10.67,20.74,4,193.719792,41.10482141
1,2022-10-28 14:00:00+09:00,0,16.19,69,1025,5.38,327,0,0,8.33333,16.0934,3,211.459,36.3312,70.8982,66.2581,65.1619,73.4218,59.8638,74,16.27064712,65,1025,5.51,324,0,0,9.776666667,16.1,3.966666667,211.4585503,36.33123461
1,2022-10-28 15:00:00+09:00,0,16.08,69,1024,5.61,329,0,0,8.88889,16.0934,2,226.163,28.5733,60.239,53.6124,53.0322,62.0849,42.7514,68,16.23164179,66,1024,5.84,329,0,0,9.08,16.31333333,2.966666667,226.1633957,28.57330281
1,2022-10-28 16:00:00+09:00,0,15.87,70,1024,5.3,328,0,0,9.44444,16.0934,1,238.071,18.8268,38.2441,36.2106,36.8097,43.5477,25.9791,0.889867841,16.91986784,64.22026432,1024,6.122731278,331.4405286,0,0,8.5,22.5,1.666666667,238.0714505,18.82677706
1,2022-10-28 17:00:00+09:00,0,15.47,73,1024,5.4,330,0,0,10,16.0934,0,247.975,7.83543,17.2259,16.4606,12.7963,21.6377,5.35899,0,15.55637874,66,1024,5.66,335,0,0,8.8,16.1,0.333333333,247.9753454,7.835431043
1,2022-10-28 18:00:00+09:00,0,14.95,75,1025,4.74,337,0,0,10,16.0934,0,256.679,-3.90827,2.71541,6.67087,0.600468,5.47477,0,0,14.96093023,67,1024,4.72,341,0,0,10.1,8,0,256.6787281,-3.908267294
1,2022-10-28 19:00:00+09:00,0,14.75,75,1025,4.29,345,0,0,10,16.0934,0,264.904,-16.0708,1.25648,0,0.120493,0.295278,0,0,14.03,67.02834225,1025,3.694898396,348.2834225,0,0,10.56666667,15.77666667,0,264.9044318,-16.07078096
1,2022-10-28 20:00:00+09:00,0,14.58,75,1026,4.34,356,0,0,10,16.0934,0,273.403,-28.389,0,0,0,0,0,0,13.80864838,68,1025,3.505612145,318.820764,0,0,9.625454545,6.4,0,273.4029173,-28.38904011
