time,round,amount
2023-01-06 01:00:00+09:00,1,0.0
2023-01-06 02:00:00+09:00,1,0.0
2023-01-06 03:00:00+09:00,1,0.0
2023-01-06 04:00:00+09:00,1,0.0
2023-01-06 05:00:00+09:00,1,0.0
2023-01-06 06:00:00+09:00,1,0.0
2023-01-06 07:00:00+09:00,1,0.0
2023-01-06 08:00:00+09:00,1,0.84491
2023-01-06 09:00:00+09:00,1,5.22511
2023-01-06 10:00:00+09:00,1,30.2466
2023-01-06 11:00:00+09:00,1,44.0809
2023-01-06 12:00:00+09:00,1,61.2927
2023-01-06 13:00:00+09:00,1,64.4967
2023-01-06 14:00:00+09:00,1,58.0147
2023-01-06 15:00:00+09:00,1,51.4111
2023-01-06 16:00:00+09:00,1,21.7791
2023-01-06 17:00:00+09:00,1,6.28932
2023-01-06 18:00:00+09:00,1,1.6126
2023-01-06 19:00:00+09:00,1,1.45285
2023-01-06 20:00:00+09:00,1,0.0
2023-01-06 21:00:00+09:00,1,0.0
2023-01-06 22:00:00+09:00,1,0.0
2023-01-06 23:00:00+09:00,1,0.0
2023-01-07 00:00:00+09:00,1,0.0
2023-01-07 01:00:00+09:00,1,0.0
2023-01-07 02:00:00+09:00,1,0.0
2023-01-07 03:00:00+09:00,1,0.0
2023-01-07 04:00:00+09:00,1,0.0
2023-01-07 05:00:00+09:00,1,0.0
2023-01-07 06:00:00+09:00,1,0.0
2023-01-07 07:00:00+09:00,1,0.265518
2023-01-07 08:00:00+09:00,1,2.46574
2023-01-07 09:00:00+09:00,1,7.07576
2023-01-07 10:00:00+09:00,1,32.2287
2023-01-07 11:00:00+09:00,1,45.5853
2023-01-07 12:00:00+09:00,1,55.7539
2023-01-07 13:00:00+09:00,1,72.4137
2023-01-07 14:00:00+09:00,1,59.5095
2023-01-07 15:00:00+09:00,1,46.7987
2023-01-07 16:00:00+09:00,1,43.8693
2023-01-07 17:00:00+09:00,1,15.1761
2023-01-07 18:00:00+09:00,1,2.95706
2023-01-07 19:00:00+09:00,1,1.39142
2023-01-07 20:00:00+09:00,1,0.0
2023-01-07 21:00:00+09:00,1,0.0
2023-01-07 22:00:00+09:00,1,0.0
2023-01-07 23:00:00+09:00,1,0.0
2023-01-08 00:00:00+09:00,1,0.0
2023-01-08 01:00:00+09:00,1,0.0
2023-01-08 02:00:00+09:00,1,0.0
2023-01-08 03:00:00+09:00,1,0.0
2023-01-08 04:00:00+09:00,1,0.0
2023-01-08 05:00:00+09:00,1,0.0
2023-01-08 06:00:00+09:00,1,0.0
2023-01-08 07:00:00+09:00,1,0.0130954
2023-01-08 08:00:00+09:00,1,1.37064
2023-01-08 09:00:00+09:00,1,12.4521
2023-01-08 10:00:00+09:00,1,37.3012
2023-01-08 11:00:00+09:00,1,62.3062
2023-01-08 12:00:00+09:00,1,68.145
2023-01-08 13:00:00+09:00,1,74.5256
2023-01-08 14:00:00+09:00,1,57.1845
2023-01-08 15:00:00+09:00,1,60.4186
2023-01-08 16:00:00+09:00,1,42.5429
2023-01-08 17:00:00+09:00,1,17.6829
2023-01-08 18:00:00+09:00,1,0.301252
2023-01-08 19:00:00+09:00,1,1.93298
2023-01-08 20:00:00+09:00,1,0.0
2023-01-08 21:00:00+09:00,1,0.0
2023-01-08 22:00:00+09:00,1,0.0
2023-01-08 23:00:00+09:00,1,0.0
2023-01-09 00:00:00+09:00,1,0.0
2023-01-09 01:00:00+09:00,1,0.0
2023-01-09 02:00:00+09:00,1,0.0
2023-01-09 03:00:00+09:00,1,0.0
2023-01-09 04:00:00+09:00,1,0.0
2023-01-09 05:00:00+09:00,1,0.0
2023-01-09 06:00:00+09:00,1,0.0
2023-01-09 07:00:00+09:00,1,0.213473
2023-01-09 08:00:00+09:00,1,1.5221
2023-01-09 09:00:00+09:00,1,8.72617
2023-01-09 10:00:00+09:00,1,22.8247
2023-01-09 11:00:00+09:00,1,39.9972
2023-01-09 12:00:00+09:00,1,40.2878
2023-01-09 13:00:00+09:00,1,43.3017
2023-01-09 14:00:00+09:00,1,41.799
2023-01-09 15:00:00+09:00,1,39.0976
2023-01-09 16:00:00+09:00,1,34.2117
2023-01-09 17:00:00+09:00,1,14.8895
2023-01-09 18:00:00+09:00,1,1.74967
2023-01-09 19:00:00+09:00,1,1.11237
2023-01-09 20:00:00+09:00,1,0.0
2023-01-09 21:00:00+09:00,1,0.0
2023-01-09 22:00:00+09:00,1,0.0
2023-01-09 23:00:00+09:00,1,0.0
2023-01-10 00:00:00+09:00,1,0.0
2023-01-10 01:00:00+09:00,1,0.0
2023-01-10 02:00:00+09:00,1,0.0
2023-01-10 03:00:00+09:00,1,0.0
2023-01-10 04:00:00+09:00,1,0.0
2023-01-10 05:00:00+09:00,1,0.0
2023-01-10 06:00:00+09:00,1,0.0
2023-01-10 07:00:00+09:00,1,0.0181162
2023-01-10 08:00:00+09:00,1,2.3452
2023-01-10 09:00:00+09:00,1,16.0811
2023-01-10 10:00:00+09:00,1,44.2648
2023-01-10 11:00:00+09:00,1,68.3043
2023-01-10 12:00:00+09:00,1,78.6978
2023-01-10 13:00:00+09:00,1,81.1819
2023-01-10 14:00:00+09:00,1,80.2801
2023-01-10 15:00:00+09:00,1,70.5208
2023-01-10 16:00:00+09:00,1,36.6134
2023-01-10 17:00:00+09:00,1,14.0059
2023-01-10 18:00:00+09:00,1,2.96328
2023-01-10 19:00:00+09:00,1,0.942904
2023-01-10 20:00:00+09:00,1,0.0
2023-01-10 21:00:00+09:00,1,0.0
2023-01-10 22:00:00+09:00,1,0.0
2023-01-10 23:00:00+09:00,1,0.0
2023-01-11 00:00:00+09:00,1,0.0
2023-01-11 01:00:00+09:00,1,0.0
2023-01-11 02:00:00+09:00,1,0.0
2023-01-11 03:00:00+09:00,1,0.0
2023-01-11 04:00:00+09:00,1,0.0
2023-01-11 05:00:00+09:00,1,0.0
2023-01-11 06:00:00+09:00,1,0.0
2023-01-11 07:00:00+09:00,1,0.0
2023-01-11 08:00:00+09:00,1,1.00437
2023-01-11 09:00:00+09:00,1,11.665
2023-01-11 10:00:00+09:00,1,42.1901
2023-01-11 11:00:00+09:00,1,58.4602
2023-01-11 12:00:00+09:00,1,69.7369
2023-01-11 13:00:00+09:00,1,77.6525
2023-01-11 14:00:00+09:00,1,78.3855
2023-01-11 15:00:00+09:00,1,69.4061
2023-01-11 16:00:00+09:00,1,42.5691
2023-01-11 17:00:00+09:00,1,19.9194
2023-01-11 18:00:00+09:00,1,2.71022
2023-01-11 19:00:00+09:00,1,1.12647
2023-01-11 20:00:00+09:00,1,0.0
2023-01-11 21:00:00+09:00,1,0.0
2023-01-11 22:00:00+09:00,1,0.0
2023-01-11 23:00:00+09:00,1,0.0
2023-01-12 00:00:00+09:00,1,0.0
2023-01-12 01:00:00+09:00,1,0.0
2023-01-12 02:00:00+09:00,1,0.0
2023-01-12 03:00:00+09:00,1,0.0
2023-01-12 04:00:00+09:00,1,0.0
2023-01-12 05:00:00+09:00,1,0.0
2023-01-12 06:00:00+09:00,1,0.0
2023-01-12 07:00:00+09:00,1,0.0
2023-01-12 08:00:00+09:00,1,0.995745
2023-01-12 09:00:00+09:00,1,18.3321
2023-01-12 10:00:00+09:00,1,32.8431
2023-01-12 11:00:00+09:00,1,54.1088
2023-01-12 12:00:00+09:00,1,61.7065
2023-01-12 13:00:00+09:00,1,62.3212
2023-01-12 14:00:00+09:00,1,41.0088
2023-01-12 15:00:00+09:00,1,17.6809
2023-01-12 16:00:00+09:00,1,10.561
2023-01-12 17:00:00+09:00,1,6.61899
2023-01-12 18:00:00+09:00,1,1.11139
2023-01-12 19:00:00+09:00,1,0.564051
2023-01-12 20:00:00+09:00,1,0.0
2023-01-12 21:00:00+09:00,1,0.0
2023-01-12 22:00:00+09:00,1,0.0
2023-01-12 23:00:00+09:00,1,0.0
2023-01-13 00:00:00+09:00,1,0.0
2023-01-13 01:00:00+09:00,1,0.0
2023-01-13 02:00:00+09:00,1,0.0
2023-01-13 03:00:00+09:00,1,0.0
2023-01-13 04:00:00+09:00,1,0.0
2023-01-13 05:00:00+09:00,1,0.0
2023-01-13 06:00:00+09:00,1,0.0
2023-01-13 07:00:00+09:00,1,2.5928
2023-01-13 08:00:00+09:00,1,0.44112
2023-01-13 09:00:00+09:00,1,0.890953
2023-01-13 10:00:00+09:00,1,2.23463
2023-01-13 11:00:00+09:00,1,6.33778
2023-01-13 12:00:00+09:00,1,13.4303
2023-01-13 13:00:00+09:00,1,14.7331
2023-01-13 14:00:00+09:00,1,18.2624
2023-01-13 15:00:00+09:00,1,13.1301
2023-01-13 16:00:00+09:00,1,10.3164
2023-01-13 17:00:00+09:00,1,3.89604
2023-01-13 18:00:00+09:00,1,1.03948
2023-01-13 19:00:00+09:00,1,2.05911
2023-01-13 20:00:00+09:00,1,0.0
2023-01-13 21:00:00+09:00,1,0.0
2023-01-13 22:00:00+09:00,1,0.0
2023-01-13 23:00:00+09:00,1,0.0
2023-01-14 00:00:00+09:00,1,0.0
2023-01-14 01:00:00+09:00,1,0.0
2023-01-14 02:00:00+09:00,1,0.0
2023-01-14 03:00:00+09:00,1,0.0
2023-01-14 04:00:00+09:00,1,0.0
2023-01-14 05:00:00+09:00,1,0.0
2023-01-14 06:00:00+09:00,1,0.0
2023-01-14 07:00:00+09:00,1,0.0
2023-01-14 08:00:00+09:00,1,0.26588
2023-01-14 09:00:00+09:00,1,1.23055
2023-01-14 10:00:00+09:00,1,3.38797
2023-01-14 11:00:00+09:00,1,6.34807
2023-01-14 12:00:00+09:00,1,17.7827
2023-01-14 13:00:00+09:00,1,12.7888
2023-01-14 14:00:00+09:00,1,8.04779
2023-01-14 15:00:00+09:00,1,7.19579
2023-01-14 16:00:00+09:00,1,4.39359
2023-01-14 17:00:00+09:00,1,1.83419
2023-01-14 18:00:00+09:00,1,1.73768
2023-01-14 19:00:00+09:00,1,1.39199
2023-01-14 20:00:00+09:00,1,0.0
2023-01-14 21:00:00+09:00,1,0.0
2023-01-14 22:00:00+09:00,1,0.0
2023-01-14 23:00:00+09:00,1,0.0
2023-01-15 00:00:00+09:00,1,0.0
2023-01-15 01:00:00+09:00,1,0.0
2023-01-15 02:00:00+09:00,1,0.0
2023-01-15 03:00:00+09:00,1,0.0
2023-01-15 04:00:00+09:00,1,0.0
2023-01-15 05:00:00+09:00,1,0.0
2023-01-15 06:00:00+09:00,1,0.0
2023-01-15 07:00:00+09:00,1,0.0
2023-01-15 08:00:00+09:00,1,0.121399
2023-01-15 09:00:00+09:00,1,2.03249
2023-01-15 10:00:00+09:00,1,8.04745
2023-01-15 11:00:00+09:00,1,11.0492
2023-01-15 12:00:00+09:00,1,12.9517
2023-01-15 13:00:00+09:00,1,13.0326
2023-01-15 14:00:00+09:00,1,13.7383
2023-01-15 15:00:00+09:00,1,12.1061
2023-01-15 16:00:00+09:00,1,9.39736
2023-01-15 17:00:00+09:00,1,6.36255
2023-01-15 18:00:00+09:00,1,1.34398
2023-01-15 19:00:00+09:00,1,0.0211177
2023-01-15 20:00:00+09:00,1,0.0
2023-01-15 21:00:00+09:00,1,0.0
2023-01-15 22:00:00+09:00,1,0.0
2023-01-15 23:00:00+09:00,1,0.0
2023-01-16 00:00:00+09:00,1,0.0
2023-01-16 01:00:00+09:00,1,0.0
2023-01-16 02:00:00+09:00,1,0.0
2023-01-16 03:00:00+09:00,1,0.0
2023-01-16 04:00:00+09:00,1,0.0
2023-01-16 05:00:00+09:00,1,0.0
2023-01-16 06:00:00+09:00,1,0.0
2023-01-16 07:00:00+09:00,1,0.0
2023-01-16 08:00:00+09:00,1,0.317465
2023-01-16 09:00:00+09:00,1,11.6243
2023-01-16 10:00:00+09:00,1,29.0184
2023-01-16 11:00:00+09:00,1,48.3872
2023-01-16 12:00:00+09:00,1,58.3949
2023-01-16 13:00:00+09:00,1,69.0041
2023-01-16 14:00:00+09:00,1,69.865
2023-01-16 15:00:00+09:00,1,64.9474
2023-01-16 16:00:00+09:00,1,45.9852
2023-01-16 17:00:00+09:00,1,18.6287
2023-01-16 18:00:00+09:00,1,1.47979
2023-01-16 19:00:00+09:00,1,1.00991
2023-01-16 20:00:00+09:00,1,0.0
2023-01-16 21:00:00+09:00,1,0.0
2023-01-16 22:00:00+09:00,1,0.0
2023-01-16 23:00:00+09:00,1,0.0
2023-01-17 00:00:00+09:00,1,0.0
2023-01-17 01:00:00+09:00,1,0.0
2023-01-17 02:00:00+09:00,1,0.0
2023-01-17 03:00:00+09:00,1,0.0
2023-01-17 04:00:00+09:00,1,0.0
2023-01-17 05:00:00+09:00,1,0.0
2023-01-17 06:00:00+09:00,1,0.0
2023-01-17 07:00:00+09:00,1,0.0148349
2023-01-17 08:00:00+09:00,1,0.393801
2023-01-17 09:00:00+09:00,1,8.70835
2023-01-17 10:00:00+09:00,1,33.0467
2023-01-17 11:00:00+09:00,1,67.7897
2023-01-17 12:00:00+09:00,1,73.2889
2023-01-17 13:00:00+09:00,1,71.1762
2023-01-17 14:00:00+09:00,1,72.5761
2023-01-17 15:00:00+09:00,1,65.7036
2023-01-17 16:00:00+09:00,1,38.0039
2023-01-17 17:00:00+09:00,1,27.0378
2023-01-17 18:00:00+09:00,1,3.19572
2023-01-17 19:00:00+09:00,1,1.16974
2023-01-17 20:00:00+09:00,1,0.0
2023-01-17 21:00:00+09:00,1,0.0
2023-01-17 22:00:00+09:00,1,0.0
2023-01-17 23:00:00+09:00,1,0.0
2023-01-18 00:00:00+09:00,1,0.0
2023-01-18 01:00:00+09:00,1,0.0
2023-01-18 02:00:00+09:00,1,0.0
2023-01-18 03:00:00+09:00,1,0.0
2023-01-18 04:00:00+09:00,1,0.0
2023-01-18 05:00:00+09:00,1,0.0
2023-01-18 06:00:00+09:00,1,0.0
2023-01-18 07:00:00+09:00,1,0.0
2023-01-18 08:00:00+09:00,1,2.51159
2023-01-18 09:00:00+09:00,1,7.99955
2023-01-18 10:00:00+09:00,1,30.2705
2023-01-18 11:00:00+09:00,1,53.5276
2023-01-18 12:00:00+09:00,1,87.1318
2023-01-18 13:00:00+09:00,1,86.1234
2023-01-18 14:00:00+09:00,1,46.2627
2023-01-18 15:00:00+09:00,1,35.5148
2023-01-18 16:00:00+09:00,1,26.8722
2023-01-18 17:00:00+09:00,1,7.24152
2023-01-18 18:00:00+09:00,1,2.84016
2023-01-18 19:00:00+09:00,1,0.847054
2023-01-18 20:00:00+09:00,1,0.0
2023-01-18 21:00:00+09:00,1,0.0
2023-01-18 22:00:00+09:00,1,0.0
2023-01-18 23:00:00+09:00,1,0.0
2023-01-19 00:00:00+09:00,1,0.0
2023-01-19 01:00:00+09:00,1,0.0
2023-01-19 02:00:00+09:00,1,0.0
2023-01-19 03:00:00+09:00,1,0.0
2023-01-19 04:00:00+09:00,1,0.0
2023-01-19 05:00:00+09:00,1,0.0
2023-01-19 06:00:00+09:00,1,0.0
2023-01-19 07:00:00+09:00,1,0.0978538
2023-01-19 08:00:00+09:00,1,2.69878
2023-01-19 09:00:00+09:00,1,16.8521
2023-01-19 10:00:00+09:00,1,33.9769
2023-01-19 11:00:00+09:00,1,65.1829
2023-01-19 12:00:00+09:00,1,75.1835
2023-01-19 13:00:00+09:00,1,69.4091
2023-01-19 14:00:00+09:00,1,73.0012
2023-01-19 15:00:00+09:00,1,58.8145
2023-01-19 16:00:00+09:00,1,32.0233
2023-01-19 17:00:00+09:00,1,11.3679
2023-01-19 18:00:00+09:00,1,3.27568
2023-01-19 19:00:00+09:00,1,1.32658
2023-01-19 20:00:00+09:00,1,0.0
2023-01-19 21:00:00+09:00,1,0.0
2023-01-19 22:00:00+09:00,1,0.0
2023-01-19 23:00:00+09:00,1,0.0
2023-01-20 00:00:00+09:00,1,0.0
2023-01-20 01:00:00+09:00,1,0.0
2023-01-20 02:00:00+09:00,1,0.0
2023-01-20 03:00:00+09:00,1,0.0
2023-01-20 04:00:00+09:00,1,0.0
2023-01-20 05:00:00+09:00,1,0.0
2023-01-20 06:00:00+09:00,1,0.0
2023-01-20 07:00:00+09:00,1,0.0
2023-01-20 08:00:00+09:00,1,1.25264
2023-01-20 09:00:00+09:00,1,10.4489
2023-01-20 10:00:00+09:00,1,36.0215
2023-01-20 11:00:00+09:00,1,58.2724
2023-01-20 12:00:00+09:00,1,62.7511
2023-01-20 13:00:00+09:00,1,52.7425
2023-01-20 14:00:00+09:00,1,49.751
2023-01-20 15:00:00+09:00,1,56.5132
2023-01-20 16:00:00+09:00,1,39.3298
2023-01-20 17:00:00+09:00,1,21.5478
2023-01-20 18:00:00+09:00,1,3.7537
2023-01-20 19:00:00+09:00,1,1.82886
2023-01-20 20:00:00+09:00,1,0.0
2023-01-20 21:00:00+09:00,1,0.0
2023-01-20 22:00:00+09:00,1,0.0
2023-01-20 23:00:00+09:00,1,0.0
2023-01-21 00:00:00+09:00,1,0.0
2023-01-21 01:00:00+09:00,1,0.0
2023-01-21 02:00:00+09:00,1,0.0
2023-01-21 03:00:00+09:00,1,0.0
2023-01-21 04:00:00+09:00,1,0.0
2023-01-21 05:00:00+09:00,1,0.0
2023-01-21 06:00:00+09:00,1,0.0
2023-01-21 07:00:00+09:00,1,0.102918
2023-01-21 08:00:00+09:00,1,1.0469
2023-01-21 09:00:00+09:00,1,20.1201
2023-01-21 10:00:00+09:00,1,55.9868
2023-01-21 11:00:00+09:00,1,68.2416
2023-01-21 12:00:00+09:00,1,85.1585
2023-01-21 13:00:00+09:00,1,89.7639
2023-01-21 14:00:00+09:00,1,90.1585
2023-01-21 15:00:00+09:00,1,77.663
2023-01-21 16:00:00+09:00,1,60.4392
2023-01-21 17:00:00+09:00,1,33.017
2023-01-21 18:00:00+09:00,1,5.79682
2023-01-21 19:00:00+09:00,1,3.30548
2023-01-21 20:00:00+09:00,1,0.0
2023-01-21 21:00:00+09:00,1,0.0
2023-01-21 22:00:00+09:00,1,0.0
2023-01-21 23:00:00+09:00,1,0.0
2023-01-22 00:00:00+09:00,1,0.0
2023-01-22 01:00:00+09:00,1,0.0
2023-01-22 02:00:00+09:00,1,0.0
2023-01-22 03:00:00+09:00,1,0.0
2023-01-22 04:00:00+09:00,1,0.0
2023-01-22 05:00:00+09:00,1,0.0
2023-01-22 06:00:00+09:00,1,0.0
2023-01-22 07:00:00+09:00,1,0.0
2023-01-22 08:00:00+09:00,1,0.0
2023-01-22 09:00:00+09:00,1,2.40753
2023-01-22 10:00:00+09:00,1,16.9223
2023-01-22 11:00:00+09:00,1,22.2302
2023-01-22 12:00:00+09:00,1,23.1843
2023-01-22 13:00:00+09:00,1,9.25889
2023-01-22 14:00:00+09:00,1,27.8095
2023-01-22 15:00:00+09:00,1,16.1558
2023-01-22 16:00:00+09:00,1,5.1229
2023-01-22 17:00:00+09:00,1,1.44084
2023-01-22 18:00:00+09:00,1,0.131634
2023-01-22 19:00:00+09:00,1,0.327684
2023-01-22 20:00:00+09:00,1,0.0
2023-01-22 21:00:00+09:00,1,0.0
2023-01-22 22:00:00+09:00,1,0.0
2023-01-22 23:00:00+09:00,1,0.0
2023-01-23 00:00:00+09:00,1,0.0
2023-01-23 01:00:00+09:00,1,0.0
2023-01-23 02:00:00+09:00,1,0.0
2023-01-23 03:00:00+09:00,1,0.0
2023-01-23 04:00:00+09:00,1,0.0
2023-01-23 05:00:00+09:00,1,0.0
2023-01-23 06:00:00+09:00,1,0.0
2023-01-23 07:00:00+09:00,1,0.272624
2023-01-23 08:00:00+09:00,1,1.34961
2023-01-23 09:00:00+09:00,1,21.3933
2023-01-23 10:00:00+09:00,1,54.7018
2023-01-23 11:00:00+09:00,1,79.5286
2023-01-23 12:00:00+09:00,1,92.1127
2023-01-23 13:00:00+09:00,1,94.2121
2023-01-23 14:00:00+09:00,1,98.0739
2023-01-23 15:00:00+09:00,1,42.5135
2023-01-23 16:00:00+09:00,1,14.9687
2023-01-23 17:00:00+09:00,1,10.8532
2023-01-23 18:00:00+09:00,1,2.19964
2023-01-23 19:00:00+09:00,1,0.191846
2023-01-23 20:00:00+09:00,1,0.0
2023-01-23 21:00:00+09:00,1,0.0
2023-01-23 22:00:00+09:00,1,0.0
2023-01-23 23:00:00+09:00,1,0.0
2023-01-24 00:00:00+09:00,1,0.0
2023-01-24 01:00:00+09:00,1,0.0
2023-01-24 02:00:00+09:00,1,0.0
2023-01-24 03:00:00+09:00,1,0.0
2023-01-24 04:00:00+09:00,1,0.0
2023-01-24 05:00:00+09:00,1,0.0
2023-01-24 06:00:00+09:00,1,0.0
2023-01-24 07:00:00+09:00,1,0.0
2023-01-24 08:00:00+09:00,1,0.0
2023-01-24 09:00:00+09:00,1,1.56306
2023-01-24 10:00:00+09:00,1,3.04034
2023-01-24 11:00:00+09:00,1,6.14436
2023-01-24 12:00:00+09:00,1,8.95266
2023-01-24 13:00:00+09:00,1,17.3035
2023-01-24 14:00:00+09:00,1,19.0617
2023-01-24 15:00:00+09:00,1,18.5815
2023-01-24 16:00:00+09:00,1,15.0029
2023-01-24 17:00:00+09:00,1,6.98456
2023-01-24 18:00:00+09:00,1,1.74129
2023-01-24 19:00:00+09:00,1,0.323559
2023-01-24 20:00:00+09:00,1,0.0
2023-01-24 21:00:00+09:00,1,0.0
2023-01-24 22:00:00+09:00,1,0.0
2023-01-24 23:00:00+09:00,1,0.0
2023-01-25 00:00:00+09:00,1,0.0
2023-01-25 01:00:00+09:00,1,0.0
2023-01-25 02:00:00+09:00,1,0.0
2023-01-25 03:00:00+09:00,1,0.0
2023-01-25 04:00:00+09:00,1,0.0
2023-01-25 05:00:00+09:00,1,0.0
2023-01-25 06:00:00+09:00,1,0.0
2023-01-25 07:00:00+09:00,1,0.0
2023-01-25 08:00:00+09:00,1,0.95602
2023-01-25 09:00:00+09:00,1,0.545781
2023-01-25 10:00:00+09:00,1,16.9859
2023-01-25 11:00:00+09:00,1,46.9311
2023-01-25 12:00:00+09:00,1,54.0651
2023-01-25 13:00:00+09:00,1,51.0694
2023-01-25 14:00:00+09:00,1,44.9483
2023-01-25 15:00:00+09:00,1,36.9236
2023-01-25 16:00:00+09:00,1,29.7444
2023-01-25 17:00:00+09:00,1,28.3766
2023-01-25 18:00:00+09:00,1,1.07292
2023-01-25 19:00:00+09:00,1,1.67484
2023-01-25 20:00:00+09:00,1,0.0
2023-01-25 21:00:00+09:00,1,0.0
2023-01-25 22:00:00+09:00,1,0.0
2023-01-25 23:00:00+09:00,1,0.0
2023-01-26 00:00:00+09:00,1,0.0
2023-01-26 01:00:00+09:00,1,0.0
2023-01-26 02:00:00+09:00,1,0.0
2023-01-26 03:00:00+09:00,1,0.0
2023-01-26 04:00:00+09:00,1,0.0
2023-01-26 05:00:00+09:00,1,0.0
2023-01-26 06:00:00+09:00,1,0.0
2023-01-26 07:00:00+09:00,1,0.0
2023-01-26 08:00:00+09:00,1,0.842706
2023-01-26 09:00:00+09:00,1,5.74191
2023-01-26 10:00:00+09:00,1,15.1558
2023-01-26 11:00:00+09:00,1,28.3251
2023-01-26 12:00:00+09:00,1,35.1926
2023-01-26 13:00:00+09:00,1,32.811
2023-01-26 14:00:00+09:00,1,31.044
2023-01-26 15:00:00+09:00,1,17.0346
2023-01-26 16:00:00+09:00,1,10.536
2023-01-26 17:00:00+09:00,1,5.99077
2023-01-26 18:00:00+09:00,1,2.48614
2023-01-26 19:00:00+09:00,1,0.510989
2023-01-26 20:00:00+09:00,1,0.0
2023-01-26 21:00:00+09:00,1,0.0
2023-01-26 22:00:00+09:00,1,0.0
2023-01-26 23:00:00+09:00,1,0.0
2023-01-27 00:00:00+09:00,1,0.0
2023-01-27 01:00:00+09:00,1,0.0
2023-01-27 02:00:00+09:00,1,0.0
2023-01-27 03:00:00+09:00,1,0.0
2023-01-27 04:00:00+09:00,1,0.0
2023-01-27 05:00:00+09:00,1,0.0
2023-01-27 06:00:00+09:00,1,0.0
2023-01-27 07:00:00+09:00,1,0.0
2023-01-27 08:00:00+09:00,1,0.0
2023-01-27 09:00:00+09:00,1,6.48178
2023-01-27 10:00:00+09:00,1,10.6332
2023-01-27 11:00:00+09:00,1,31.2455
2023-01-27 12:00:00+09:00,1,40.9246
2023-01-27 13:00:00+09:00,1,55.2255
2023-01-27 14:00:00+09:00,1,61.04
2023-01-27 15:00:00+09:00,1,55.1937
2023-01-27 16:00:00+09:00,1,32.5356
2023-01-27 17:00:00+09:00,1,17.1468
2023-01-27 18:00:00+09:00,1,1.45516
2023-01-27 19:00:00+09:00,1,0.644273
2023-01-27 20:00:00+09:00,1,0.0
2023-01-27 21:00:00+09:00,1,0.0
2023-01-27 22:00:00+09:00,1,0.0
2023-01-27 23:00:00+09:00,1,0.0
2023-01-28 00:00:00+09:00,1,0.0
2023-01-28 01:00:00+09:00,1,0.0
2023-01-28 02:00:00+09:00,1,0.0
2023-01-28 03:00:00+09:00,1,0.0
2023-01-28 04:00:00+09:00,1,0.0
2023-01-28 05:00:00+09:00,1,0.0
2023-01-28 06:00:00+09:00,1,0.0
2023-01-28 07:00:00+09:00,1,0.0
2023-01-28 08:00:00+09:00,1,0.991424
2023-01-28 09:00:00+09:00,1,3.92911
2023-01-28 10:00:00+09:00,1,19.5228
2023-01-28 11:00:00+09:00,1,36.2856
2023-01-28 12:00:00+09:00,1,55.5984
2023-01-28 13:00:00+09:00,1,48.4926
2023-01-28 14:00:00+09:00,1,65.9285
2023-01-28 15:00:00+09:00,1,55.2193
2023-01-28 16:00:00+09:00,1,45.7043
2023-01-28 17:00:00+09:00,1,27.754
2023-01-28 18:00:00+09:00,1,6.57711
2023-01-28 19:00:00+09:00,1,0.583613
2023-01-28 20:00:00+09:00,1,0.0
2023-01-28 21:00:00+09:00,1,0.0
2023-01-28 22:00:00+09:00,1,0.0
2023-01-28 23:00:00+09:00,1,0.0
2023-01-29 00:00:00+09:00,1,0.0
2023-01-29 01:00:00+09:00,1,0.0
2023-01-29 02:00:00+09:00,1,0.0
2023-01-29 03:00:00+09:00,1,0.0
2023-01-29 04:00:00+09:00,1,0.0
2023-01-29 05:00:00+09:00,1,0.0
2023-01-29 06:00:00+09:00,1,0.0
2023-01-29 07:00:00+09:00,1,0.0870487
2023-01-29 08:00:00+09:00,1,0.133946
2023-01-29 09:00:00+09:00,1,12.5602
2023-01-29 10:00:00+09:00,1,41.6754
2023-01-29 11:00:00+09:00,1,68.2213
2023-01-29 12:00:00+09:00,1,82.4458
2023-01-29 13:00:00+09:00,1,86.3642
2023-01-29 14:00:00+09:00,1,70.2284
2023-01-29 15:00:00+09:00,1,73.9209
2023-01-29 16:00:00+09:00,1,35.981
2023-01-29 17:00:00+09:00,1,29.5672
2023-01-29 18:00:00+09:00,1,2.21437
2023-01-29 19:00:00+09:00,1,0.966708
2023-01-29 20:00:00+09:00,1,0.0
2023-01-29 21:00:00+09:00,1,0.0
2023-01-29 22:00:00+09:00,1,0.0
2023-01-29 23:00:00+09:00,1,0.0
2023-01-30 00:00:00+09:00,1,0.0
2023-01-30 01:00:00+09:00,1,0.0
2023-01-30 02:00:00+09:00,1,0.0
2023-01-30 03:00:00+09:00,1,0.0
2023-01-30 04:00:00+09:00,1,0.0
2023-01-30 05:00:00+09:00,1,0.0
2023-01-30 06:00:00+09:00,1,0.0
2023-01-30 07:00:00+09:00,1,0.0368822
2023-01-30 08:00:00+09:00,1,0.187985
2023-01-30 09:00:00+09:00,1,22.7174
2023-01-30 10:00:00+09:00,1,49.0295
2023-01-30 11:00:00+09:00,1,68.2913
2023-01-30 12:00:00+09:00,1,81.3111
2023-01-30 13:00:00+09:00,1,85.684
2023-01-30 14:00:00+09:00,1,86.3134
2023-01-30 15:00:00+09:00,1,79.0683
2023-01-30 16:00:00+09:00,1,66.897
2023-01-30 17:00:00+09:00,1,35.231
2023-01-30 18:00:00+09:00,1,11.3776
2023-01-30 19:00:00+09:00,1,1.92627
